# EDGA: state=0 mode=genetic completeness=0.9900075036 n_det=11857 gen=27
  -0.017137872224529  2314123414  |0 3 5 7 9  |1 3 6 7 9 
  -0.017137856949247  3214132414  |1 3 6 7 9  |0 3 5 7 9 
   0.017009446343961  4413211423  |0 1 4 7 8  |0 1 3 7 9 
   0.017009445500147  4412311432  |0 1 3 7 9  |0 1 4 7 8 
  -0.017009321923558  3214423411  |1 3 4 5 7  |0 3 4 6 7 
  -0.017009321355049  2314432411  |0 3 4 6 7  |1 3 4 5 7 
   0.016637271477593  1424341213  |1 2 3 5 7  |1 3 4 5 9 
   0.016637232371776  1434241312  |1 3 4 5 9  |1 2 3 5 7 
   0.016637061528424  2434121314  |0 1 3 5 9  |1 2 3 7 9 
   0.016637032212057  3424131214  |1 2 3 7 9  |0 1 3 5 9 
   0.016070798463476  4112314423  |0 3 6 7 8  |0 4 6 7 9 
   0.016070775068954  4113214432  |0 4 6 7 9  |0 3 6 7 8 
  -0.016070707570519  2311423441  |0 4 5 7 8  |1 4 6 7 8 
  -0.016070693026264  3211432441  |1 4 6 7 8  |0 4 5 7 8 
   0.015792033373084  3243232132  |1 2 4 6 9  |0 2 3 5 8 
   0.015382497277499  4124314213  |0 2 3 6 7  |0 3 4 6 9 
   0.015382461764526  4134214312  |0 3 4 6 9  |0 2 3 6 7 
   0.015382314048835  2431421341  |0 1 4 5 8  |1 2 4 7 8 
   0.015382287506108  3421431241  |1 2 4 7 8  |0 1 4 5 8 
  -0.015012904752746  3144442111  |2 3 4 5 6  |0 2 3 4 5 
   0.015012904117831  2144443111  |0 2 3 4 5  |2 3 4 5 6 
  -0.015012849895057  4441311124  |0 1 2 8 9  |0 1 2 4 9 
   0.015012842279907  4441211134  |0 1 2 4 9  |0 1 2 8 9 
  -0.014854458851466  1441441123  |1 2 4 5 8  |1 2 4 5 9 
   0.014854449565903  1441441132  |1 2 4 5 9  |1 2 4 5 8 
   0.014854423664566  4144123114  |0 2 3 5 9  |0 2 3 6 9 
  -0.014854422526922  4144132114  |0 2 3 6 9  |0 2 3 5 9 
   0.014421523643205  4213412431  |0 1 4 6 7  |0 3 4 7 8 
   0.014421491032648  4312413421  |0 3 4 7 8  |0 1 4 6 7 
  -0.014190468565204  4141414123  |0 2 4 6 8  |0 2 4 6 9 
   0.014190459864294  4141414132  |0 2 4 6 9  |0 2 4 6 8 
   0.014190449416298  4141423141  |0 2 4 5 8  |0 2 4 6 8 
  -0.014190448274263  4141432141  |0 2 4 6 8  |0 2 4 5 8 
   0.014181773909120  4232412331  |0 1 3 4 6  |0 2 4 7 8 
  -0.014181722198850  4323413221  |0 2 4 7 8  |0 1 3 4 6 
   0.014181721859351  4323412231  |0 2 4 6 7  |0 1 3 4 8 
  -0.014181680797705  4232413321  |0 1 3 4 8  |0 2 4 6 7 
